idx,xunet_prob_stego,srnet_prob_stego,xunet_detected,srnet_detected,detected_any,secret_psnr_y,ber_secret,mask_mean,alpha
100,0.386962890625,0.370849609375,0,0,0,33.354610443115234,0.0314687117934227,0.71923828125,0.0596151202917099
101,0.45361328125,0.2166748046875,0,0,0,29.890478134155277,0.028218587860465,0.71728515625,0.0596151202917099
102,0.408203125,0.338623046875,0,0,0,31.450965881347656,0.0286916103214025,0.7197265625,0.0596151202917099
103,0.509765625,0.429931640625,1,0,1,31.817256927490234,0.012166341766715,0.72119140625,0.0596151202917099
104,0.521484375,0.31005859375,1,0,1,30.2666015625,0.0170033778995275,0.7177734375,0.0596151202917099
105,0.326904296875,0.280517578125,0,0,0,32.45562744140625,0.0220387782901525,0.7197265625,0.0596151202917099
106,0.329345703125,0.2098388671875,0,0,0,32.52824783325195,0.0242563895881176,0.72119140625,0.0596151202917099
107,0.355712890625,0.330810546875,0,0,0,34.823726654052734,0.0219268798828125,0.71875,0.0596151202917099
108,0.314697265625,0.270263671875,0,0,0,33.92184066772461,0.0142567958682775,0.71923828125,0.0596151202917099
109,0.4052734375,0.366455078125,0,0,0,27.68313407897949,0.0491689071059227,0.72021484375,0.0596151202917099
110,0.50732421875,0.50390625,1,1,1,27.974842071533203,0.0420786552131176,0.71923828125,0.0596151202917099
111,0.355712890625,0.288330078125,0,0,0,34.33678436279297,0.0272572841495275,0.71875,0.0596151202917099
112,0.51904296875,0.31982421875,1,0,1,33.19496536254883,0.0303293876349926,0.71826171875,0.0596151202917099
113,0.41552734375,0.35498046875,0,0,0,29.5004825592041,0.0439809188246727,0.71923828125,0.0596151202917099
114,0.46630859375,0.375,0,0,0,33.25470352172852,0.0146230068057775,0.7197265625,0.0596151202917099
115,0.453369140625,0.18896484375,0,0,0,33.373992919921875,0.02099609375,0.716796875,0.0596151202917099
116,0.49658203125,0.44189453125,0,0,0,30.30735206604004,0.038482666015625,0.72021484375,0.0596151202917099
117,0.42724609375,0.31201171875,0,0,0,30.204627990722656,0.0273793544620275,0.71875,0.0596151202917099
118,0.5751953125,0.36376953125,1,0,1,28.60042953491211,0.0311431884765625,0.7197265625,0.0596151202917099
119,0.498291015625,0.39111328125,0,0,0,31.523754119873047,0.0273234061896801,0.72021484375,0.0596151202917099
120,0.4970703125,0.2342529296875,0,0,0,34.87662887573242,0.021504720672965,0.71923828125,0.0596151202917099
121,0.385498046875,0.310302734375,0,0,0,29.491853713989254,0.0511118583381176,0.7197265625,0.0596151202917099
122,0.396484375,0.343505859375,0,0,0,29.985361099243164,0.0715077742934227,0.71923828125,0.0596151202917099
123,0.5205078125,0.303955078125,1,0,1,35.31563949584961,0.0010172526817768,0.720703125,0.0596151202917099
124,0.395263671875,0.370361328125,0,0,0,29.42197036743164,0.0392506942152977,0.72119140625,0.0596151202917099
125,0.4423828125,0.291015625,0,0,0,33.43897247314453,0.0282338466495275,0.72021484375,0.0596151202917099
126,0.4384765625,0.352294921875,0,0,0,36.70679473876953,0.0049845380708575,0.7216796875,0.0596151202917099
127,0.4453125,0.364013671875,0,0,0,33.62467956542969,0.012781779281795,0.71875,0.0596151202917099
128,0.343994140625,0.354248046875,0,0,0,33.36044692993164,0.0286102294921875,0.72021484375,0.0596151202917099
129,0.468505859375,0.423583984375,0,0,0,30.978281021118164,0.0322977714240551,0.71875,0.0596151202917099
130,0.380615234375,0.17919921875,0,0,0,31.80011367797852,0.0282847099006176,0.72314453125,0.0596151202917099
131,0.4755859375,0.34765625,0,0,0,31.815208435058597,0.028167724609375,0.7197265625,0.0596151202917099
132,0.46435546875,0.39208984375,0,0,0,28.314626693725582,0.082122802734375,0.7197265625,0.0596151202917099
133,0.439453125,0.375732421875,0,0,0,36.05559539794922,0.0244394950568676,0.72021484375,0.0596151202917099
134,0.50341796875,0.361328125,1,0,1,32.79133605957031,0.0183156337589025,0.7216796875,0.0596151202917099
135,0.360595703125,0.25146484375,0,0,0,31.20306968688965,0.02843221090734,0.71875,0.0596151202917099
136,0.49658203125,0.233154296875,0,0,0,26.955440521240234,0.0557912215590477,0.71923828125,0.0596151202917099
137,0.3740234375,0.3505859375,0,0,0,32.88670349121094,0.0193125419318676,0.71826171875,0.0596151202917099
138,0.362060546875,0.27587890625,0,0,0,32.765777587890625,0.01513163279742,0.71826171875,0.0596151202917099
139,0.424072265625,0.308837890625,0,0,0,34.416290283203125,0.0352071151137352,0.71923828125,0.0596151202917099
140,0.50830078125,0.336669921875,1,0,1,30.217220306396484,0.0181986503303051,0.720703125,0.0596151202917099
141,0.454345703125,0.3544921875,0,0,0,31.892230987548828,0.0371907576918602,0.7216796875,0.0596151202917099
142,0.49267578125,0.3564453125,0,0,0,34.56352615356445,0.018513998016715,0.7197265625,0.0596151202917099
143,0.468994140625,0.35498046875,0,0,0,29.21261215209961,0.0499267578125,0.71875,0.0596151202917099
144,0.469482421875,0.325927734375,0,0,0,30.08159828186035,0.031209310516715,0.7216796875,0.0596151202917099
145,0.4384765625,0.340087890625,0,0,0,32.73638153076172,0.04071044921875,0.720703125,0.0596151202917099
146,0.386474609375,0.2330322265625,0,0,0,30.206329345703125,0.03044637106359,0.72119140625,0.0596151202917099
147,0.343505859375,0.28271484375,0,0,0,35.03380584716797,0.0188954677432775,0.71728515625,0.0596151202917099
148,0.466552734375,0.3515625,0,0,0,26.871240615844727,0.0656229704618454,0.72119140625,0.0596151202917099
149,0.20068359375,0.25439453125,0,0,0,32.74540328979492,0.01860555075109,0.71923828125,0.0596151202917099
150,0.423583984375,0.276123046875,0,0,0,35.20674514770508,0.0162811279296875,0.72021484375,0.0596151202917099
151,0.37548828125,0.30712890625,0,0,0,31.90460205078125,0.03802490234375,0.71875,0.0596151202917099
152,0.48193359375,0.358642578125,0,0,0,32.3719596862793,0.0134989423677325,0.71875,0.0596151202917099
153,0.48876953125,0.29931640625,0,0,0,31.772592544555664,0.0259450282901525,0.71875,0.0596151202917099
154,0.482421875,0.275634765625,0,0,0,25.181785583496094,0.07391357421875,0.72021484375,0.0596151202917099
155,0.451171875,0.435302734375,0,0,0,29.257720947265625,0.0384979248046875,0.72021484375,0.0596151202917099
156,0.4755859375,0.332763671875,0,0,0,34.01364517211914,0.0267435722053051,0.71923828125,0.0596151202917099
157,0.4052734375,0.285888671875,0,0,0,26.99925422668457,0.0604960136115551,0.720703125,0.0596151202917099
158,0.404541015625,0.3603515625,0,0,0,30.176708221435547,0.01885986328125,0.7197265625,0.0596151202917099
