idx,cover_path,secret_path,mean_abs_stego_minus_cover,max_abs_stego_minus_cover,alpha
903,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000903_000000517349.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000903_000000251897.jpg,0.0018255887553095818,0.03339190036058426,0.059643033891916275
904,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000904_000000277461.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000904_000000134016.jpg,0.002244615461677313,0.04021337628364563,0.059643033891916275
905,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000905_000000145642.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000905_000000437106.jpg,0.004270998761057854,0.05367344617843628,0.059643033891916275
906,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000906_000000476710.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000906_000000376776.jpg,0.0026251631788909435,0.04652497172355652,0.059643033891916275
907,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000907_000000028251.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000907_000000474699.jpg,0.003803163766860962,0.04701322317123413,0.059643033891916275
908,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000908_000000020632.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000908_000000203035.jpg,0.0025687224697321653,0.04056307673454285,0.059643033891916275
909,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000909_000000063888.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000909_000000299769.jpg,0.0022475102450698614,0.042594969272613525,0.059643033891916275
910,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000910_000000114101.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000910_000000540098.jpg,0.0034729286562651396,0.04563003033399582,0.059643033891916275
911,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000911_000000573214.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000911_000000201348.jpg,0.0013554934412240982,0.022972946986556053,0.059643033891916275
912,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000912_000000211785.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000912_000000061660.jpg,0.0023291490506380796,0.033385515213012695,0.059643033891916275
913,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000913_000000228808.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000913_000000254082.jpg,0.003572042565792799,0.04934724420309067,0.059643033891916275
914,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000914_000000369735.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000914_000000382041.jpg,0.0031756709795445204,0.05035331845283508,0.059643033891916275
915,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000915_000000396421.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000915_000000300437.jpg,0.001816420815885067,0.0432966873049736,0.059643033891916275
916,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000916_000000318524.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000916_000000030196.jpg,0.0025131236761808395,0.039987146854400635,0.059643033891916275
917,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000917_000000242378.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000917_000000218388.jpg,0.002398162614554167,0.041870057582855225,0.059643033891916275
918,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000918_000000304091.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000918_000000051808.jpg,0.0022941390052437782,0.043333470821380615,0.059643033891916275
919,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000919_000000271842.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000919_000000309319.jpg,0.0012911908561363816,0.028353452682495117,0.059643033891916275
920,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000920_000000526432.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000920_000000209539.jpg,0.003447683062404394,0.056377291679382324,0.059643033891916275
921,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000921_000000281133.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000921_000000530750.jpg,0.0038619418628513813,0.05151981860399246,0.059643033891916275
922,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000922_000000299495.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000922_000000256097.jpg,0.002013791585341096,0.03385673463344574,0.059643033891916275
923,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000923_000000447043.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000923_000000361885.jpg,0.0020370250567793846,0.04759271442890167,0.059643033891916275
924,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000924_000000006031.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000924_000000440346.jpg,0.0021202301140874624,0.03231428563594818,0.059643033891916275
925,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000925_000000561821.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000925_000000153092.jpg,0.0018204525113105774,0.029217302799224854,0.059643033891916275
926,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000926_000000050277.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000926_000000232375.jpg,0.0019242996349930763,0.044482797384262085,0.059643033891916275
927,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000927_000000089631.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000927_000000508725.jpg,0.00234183669090271,0.043157100677490234,0.059643033891916275
928,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000928_000000279093.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000928_000000160944.jpg,0.0016960692591965199,0.03834329545497894,0.059643033891916275
929,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000929_000000496239.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000929_000000066041.jpg,0.00202419376000762,0.03252437710762024,0.059643033891916275
930,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000930_000000570742.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000930_000000253600.jpg,0.004069135989993811,0.0500054657459259,0.059643033891916275
931,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000931_000000315173.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000931_000000199865.jpg,0.004119486548006535,0.05705709755420685,0.059643033891916275
932,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000932_000000553100.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000932_000000338884.jpg,0.0018673362210392952,0.029014676809310913,0.059643033891916275
933,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000933_000000159889.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000933_000000353370.jpg,0.0024203399661928415,0.045757293701171875,0.059643033891916275
934,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000934_000000467925.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000934_000000152633.jpg,0.0022441698238253593,0.04143825173377991,0.059643033891916275
935,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000935_000000485367.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000935_000000348922.jpg,0.0019195269560441375,0.042096078395843506,0.059643033891916275
936,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/covers/000936_000000356920.jpg,/content/gdrive/MyDrive/stego_cnn_project/coco_20k_stego_pairs/test/secrets/000936_000000431967.jpg,0.001557110226713121,0.03601408004760742,0.059643033891916275
